temp,feel_temp,humidity,windspeed
14.76,18.94,0.66,0.0
11.48,14.395,0.81,7.0015
12.3,15.909999999999998,0.81,7.0015
18.86,22.725,0.51,19.9995
18.04,21.97,0.62,19.9995
14.76,16.665,0.43,27.9993
9.84,10.605,0.32,26.0027
11.48,13.635,0.36,16.997899999999998
10.66,11.365,0.35,26.0027
9.02,10.605,0.44,19.0012
6.5600000000000005,6.819999999999999,0.55,19.0012
6.5600000000000005,6.819999999999999,0.55,19.0012
7.38,6.0600000000000005,0.34,43.9989
5.74,4.545,0.26,35.0008
4.1000000000000005,3.790000000000001,0.46,26.0027
0.8200000000000001,2.275,0.41,12.998
1.64,3.03,0.45,8.9981
5.74,6.0600000000000005,0.46,16.997899999999998
8.200000000000001,11.365,0.4,7.0015
9.02,11.365,0.47,12.998
8.200000000000001,11.365,0.59,6.0032
9.84,12.88,0.52,6.0032
14.76,16.665,0.34,19.0012
12.3,16.665,0.49,0.0
9.02,13.635,0.75,0.0
9.02,12.12,0.73,7.0015
12.3,15.15,0.56,11.0014
21.32,25.0,0.27,19.0012
16.400000000000002,20.455,0.43,15.0013
14.76,18.18,0.5,7.0015
9.02,11.365,0.87,12.998
16.400000000000002,20.455,0.43,15.0013
22.14,25.76,0.43,8.9981
18.04,21.97,0.38,16.997899999999998
13.94,16.665,0.42,8.9981
12.3,15.15,0.52,8.9981
16.400000000000002,20.455,0.37,19.9995
13.94,15.909999999999998,0.46,15.0013
10.66,12.12,0.56,16.997899999999998
9.02,12.12,0.64,7.0015
9.02,13.635,0.64,0.0
9.02,11.365,0.75,11.0014
8.200000000000001,11.365,0.93,6.0032
9.02,12.12,0.87,7.0015
7.38,9.09,0.93,12.998
17.22,21.21,0.38,19.9995
17.22,21.21,0.38,23.9994
13.12,16.665,0.66,6.0032
8.200000000000001,10.605,0.85,11.0014
8.200000000000001,10.605,0.8,8.9981
12.3,16.665,0.81,0.0
13.94,15.909999999999998,0.87,15.0013
13.94,16.665,0.87,12.998
14.76,17.424999999999997,0.93,16.997899999999998
13.12,15.909999999999998,0.81,12.998
17.22,21.21,0.77,11.0014
18.04,21.97,0.67,12.998
16.400000000000002,20.455,0.76,22.0028
13.12,14.395,0.7,32.9975
9.02,9.85,0.47,26.0027
10.66,10.605,0.33,36.9974
10.66,12.12,0.38,19.0012
6.5600000000000005,9.09,0.47,7.0015
5.74,7.575,0.5,8.9981
6.5600000000000005,11.365,0.47,0.0
9.84,10.605,0.38,19.9995
8.200000000000001,9.85,0.44,16.997899999999998
6.5600000000000005,6.819999999999999,0.47,19.9995
5.74,6.0600000000000005,0.5,19.0012
6.5600000000000005,7.575,0.47,15.0013
9.02,10.605,0.29,19.9995
6.5600000000000005,8.334999999999999,0.4,11.0014
5.74,10.605,0.46,0.0
4.1000000000000005,6.819999999999999,0.54,7.0015
8.200000000000001,9.09,0.55,22.0028
10.66,11.365,0.48,22.0028
12.3,13.635,0.49,23.9994
13.12,15.15,0.66,22.0028
13.12,15.15,0.81,16.997899999999998
18.04,21.97,0.62,32.9975
18.86,22.725,0.63,27.9993
18.86,22.725,0.77,22.0028
13.94,14.395,0.46,35.0008
12.3,13.635,0.42,31.0009
12.3,12.88,0.33,35.0008
9.02,10.605,0.37,16.997899999999998
5.74,7.575,0.5,11.0014
4.92,6.819999999999999,0.54,11.0014
6.5600000000000005,8.334999999999999,0.55,11.0014
10.66,11.365,0.41,22.0028
10.66,11.365,0.44,23.9994
10.66,13.635,0.48,8.9981
9.02,10.605,0.69,15.0013
8.200000000000001,9.09,0.34,22.0028
9.02,12.88,0.32,6.0032
8.200000000000001,9.85,0.37,15.0013
5.74,9.09,0.93,6.0032
6.5600000000000005,7.575,0.93,16.997899999999998
8.200000000000001,9.85,0.8,16.997899999999998
8.200000000000001,9.09,0.75,26.0027
6.5600000000000005,7.575,0.8,16.997899999999998
6.5600000000000005,6.819999999999999,0.8,19.0012
6.5600000000000005,7.575,0.74,15.0013
6.5600000000000005,8.334999999999999,0.8,11.0014
6.5600000000000005,9.09,0.86,7.0015
7.38,12.12,0.86,0.0
8.200000000000001,12.88,0.86,0.0
8.200000000000001,12.88,0.93,0.0
9.02,10.605,1.0,15.0013
10.66,12.88,1.0,11.0014
13.12,15.15,0.93,16.997899999999998
13.12,15.909999999999998,0.93,12.998
13.94,16.665,0.87,8.9981
16.400000000000002,20.455,0.71,8.9981
14.76,18.94,0.71,0.0
11.48,13.635,0.7,12.998
9.84,11.365,0.75,15.0013
13.12,16.665,0.53,8.9981
14.76,17.424999999999997,0.53,11.0014
12.3,15.909999999999998,0.65,6.0032
11.48,15.15,0.75,6.0032
11.48,15.15,0.81,6.0032
15.58,19.695,0.71,0.0
17.22,21.21,0.71,0.0
16.400000000000002,20.455,0.82,0.0
16.400000000000002,20.455,1.0,19.9995
20.5,24.24,0.88,19.0012
20.5,24.24,0.55,36.9974
14.76,16.665,0.5,26.0027
12.3,14.395,0.52,19.0012
9.84,12.88,0.75,6.0032
10.66,13.635,0.7,8.9981
16.400000000000002,20.455,0.47,22.0028
16.400000000000002,20.455,0.35,26.0027
12.3,13.635,0.28,23.9994
8.200000000000001,11.365,0.4,7.0015
11.48,13.635,0.28,15.0013
14.76,16.665,0.21,27.9993
12.3,14.395,0.33,19.0012
9.84,10.605,0.48,23.9994
9.02,10.605,0.44,19.0012
10.66,11.365,0.35,26.0027
14.76,17.424999999999997,0.21,12.998
11.48,13.635,0.48,15.0013
12.3,14.395,0.45,15.0013
10.66,13.635,0.6,7.0015
18.86,22.725,0.36,15.0013
22.14,25.76,0.24,23.9994
18.04,21.97,0.38,16.997899999999998
16.400000000000002,20.455,0.5,11.0014
14.76,17.424999999999997,0.71,12.998
25.42,31.06,0.33,15.0013
22.14,25.76,0.52,19.0012
18.86,22.725,0.59,8.9981
16.400000000000002,20.455,0.82,0.0
17.22,21.21,0.77,7.0015
18.86,22.725,0.67,11.0014
14.76,15.909999999999998,0.46,35.0008
12.3,13.635,0.56,22.0028
9.84,12.12,0.65,11.0014
13.12,15.15,0.53,19.9995
16.400000000000002,20.455,0.37,7.0015
13.94,17.424999999999997,0.49,7.0015
9.84,12.88,0.7,6.0032
9.84,12.12,0.87,8.9981
12.3,15.909999999999998,0.7,6.0032
12.3,14.395,0.7,12.998
9.84,12.88,0.87,6.0032
9.84,12.88,0.87,6.0032
9.84,12.12,0.75,11.0014
11.48,13.635,0.61,11.0014
12.3,14.395,0.52,16.997899999999998
9.84,12.12,0.7,8.9981
7.38,10.605,0.8,7.0015
9.02,12.12,0.75,7.0015
17.22,21.21,0.32,19.0012
13.94,16.665,0.46,11.0014
11.48,14.395,0.61,8.9981
13.12,15.15,0.45,19.9995
14.76,17.424999999999997,0.46,12.998
18.04,21.97,0.35,16.997899999999998
13.94,17.424999999999997,0.61,7.0015
10.66,15.15,0.65,0.0
9.84,12.88,0.7,7.0015
11.48,12.88,0.65,19.0012
9.84,12.88,0.87,7.0015
9.84,12.12,0.87,8.9981
9.02,10.605,0.8,19.0012
8.200000000000001,9.85,0.64,16.997899999999998
12.3,13.635,0.42,22.0028
13.94,16.665,0.31,11.0014
12.3,16.665,0.52,0.0
10.66,14.395,0.56,6.0032
9.02,11.365,0.55,11.0014
13.12,16.665,0.39,6.0032
13.12,17.424999999999997,0.57,0.0
12.3,15.15,0.7,8.9981
9.02,11.365,0.93,11.0014
9.02,12.12,0.93,7.0015
12.3,13.635,0.61,19.9995
6.5600000000000005,6.0600000000000005,0.43,36.9974
3.28,2.275,0.79,31.0009
4.1000000000000005,3.790000000000001,0.49,26.0027
4.92,5.305,0.42,19.9995
8.200000000000001,8.334999999999999,0.34,31.0009
5.74,6.0600000000000005,0.43,19.9995
5.74,6.819999999999999,0.46,12.998
4.1000000000000005,5.305,0.54,12.998
11.48,12.88,0.28,22.0028
14.76,17.424999999999997,0.23,12.998
10.66,13.635,0.56,7.0015
10.66,15.15,0.52,0.0
9.84,14.395,0.7,0.0
14.76,16.665,0.4,16.997899999999998
15.58,19.695,0.46,19.9995
14.76,18.18,0.5,6.0032
11.48,14.395,0.7,7.0015
13.12,15.15,0.61,22.0028
17.22,21.21,0.41,23.9994
15.58,19.695,0.43,11.0014
12.3,15.15,0.7,8.9981
12.3,16.665,0.7,0.0
13.12,16.665,0.7,8.9981
13.94,18.18,0.76,0.0
13.12,16.665,0.87,8.9981
12.3,16.665,0.93,0.0
11.48,14.395,0.96,8.9981
14.76,16.665,0.62,27.9993
17.22,21.21,0.32,19.9995
15.58,19.695,0.37,12.998
12.3,14.395,0.61,16.997899999999998
9.84,14.395,0.7,0.0
14.76,17.424999999999997,0.43,12.998
19.68,23.485,0.36,19.0012
16.400000000000002,20.455,0.4,30.002599999999997
12.3,14.395,0.36,15.0013
9.84,11.365,0.56,12.998
12.3,15.15,0.49,11.0014
12.3,13.635,0.49,22.0028
9.02,11.365,0.93,11.0014
9.84,10.605,0.6,23.9994
9.02,9.85,0.55,30.002599999999997
13.94,15.909999999999998,0.34,15.0013
13.94,16.665,0.34,12.998
10.66,15.15,0.56,0.0
9.02,13.635,0.64,0.0
12.3,13.635,0.56,26.0027
15.58,19.695,0.4,30.002599999999997
13.94,16.665,0.71,12.998
13.94,15.909999999999998,0.71,15.0013
12.3,15.909999999999998,0.75,6.0032
17.22,21.21,0.54,19.9995
19.68,23.485,0.41,22.0028
18.86,22.725,0.41,19.0012
16.400000000000002,20.455,0.76,15.0013
14.76,16.665,0.81,16.997899999999998
22.14,25.76,0.37,16.997899999999998
20.5,24.24,0.39,6.0032
18.04,21.97,0.58,6.0032
16.400000000000002,20.455,0.87,12.998
14.76,17.424999999999997,0.81,11.0014
16.400000000000002,20.455,0.87,12.998
18.04,21.97,0.62,27.9993
13.94,15.15,0.42,23.9994
12.3,13.635,0.42,19.9995
12.3,12.88,0.39,40.9973
13.12,13.635,0.26,39.000699999999995
9.84,10.605,0.35,22.0028
9.84,10.605,0.44,22.0028
8.200000000000001,9.09,0.51,19.9995
12.3,15.15,0.39,8.9981
14.76,17.424999999999997,0.32,15.0013
12.3,14.395,0.42,15.0013
9.84,12.12,0.75,11.0014
9.84,12.12,0.6,0.0
16.400000000000002,20.455,0.43,19.0012
21.32,25.0,0.27,27.9993
17.22,21.21,0.5,11.0014
13.12,14.395,0.42,23.9994
11.48,12.88,0.45,23.9994
16.400000000000002,20.455,0.28,7.0015
17.22,21.21,0.26,0.0
13.12,16.665,0.53,7.0015
11.48,15.15,0.75,6.0032
12.3,14.395,0.87,12.998
16.400000000000002,20.455,0.82,15.0013
17.22,21.21,0.88,11.0014
18.86,22.725,0.94,19.0012
18.04,21.97,0.94,8.9981
22.96,26.515,0.37,15.0013
22.96,26.515,0.35,19.9995
15.58,19.695,0.5,16.997899999999998
13.12,15.909999999999998,0.57,12.998
11.48,15.15,0.75,6.0032
17.22,21.21,0.44,15.0013
14.76,17.424999999999997,0.87,12.998
14.76,18.94,0.87,0.0
14.76,17.424999999999997,0.93,12.998
15.58,19.695,0.87,6.0032
18.86,22.725,0.44,23.9994
18.86,22.725,0.33,11.0014
16.400000000000002,20.455,0.3,23.9994
13.94,15.909999999999998,0.46,15.0013
12.3,13.635,0.49,22.0028
14.76,15.909999999999998,0.32,35.0008
11.48,13.635,0.38,16.997899999999998
9.84,12.12,0.48,8.9981
7.38,9.85,0.59,8.9981
10.66,13.635,0.56,8.9981
12.3,13.635,0.45,19.9995
10.66,11.365,0.37,26.0027
8.200000000000001,9.85,0.44,15.0013
6.5600000000000005,9.09,0.55,8.9981
10.66,13.635,0.41,7.0015
14.76,16.665,0.34,19.0012
11.48,13.635,0.56,11.0014
12.3,13.635,0.56,23.9994
11.48,12.88,0.61,19.9995
20.5,24.24,0.34,27.9993
22.96,26.515,0.4,31.0009
18.04,21.97,0.62,22.0028
18.04,21.97,0.72,19.0012
18.86,22.725,0.72,31.0009
25.42,31.06,0.43,43.000600000000006
24.6,31.06,0.4,30.002599999999997
23.78,27.275,0.49,31.0009
16.400000000000002,20.455,0.66,19.0012
13.94,14.395,0.36,32.9975
18.86,22.725,0.24,16.997899999999998
15.58,19.695,0.32,23.9994
12.3,14.395,0.36,16.997899999999998
9.02,10.605,0.44,19.0012
12.3,13.635,0.33,22.0028
14.76,18.18,0.23,0.0
12.3,14.395,0.39,15.0013
9.84,12.12,0.6,8.9981
9.02,11.365,0.69,8.9981
17.22,21.21,0.41,19.9995
21.32,25.0,0.29,19.0012
16.400000000000002,20.455,0.5,11.0014
13.94,16.665,0.61,12.998
15.58,19.695,0.54,11.0014
23.78,27.275,0.32,19.0012
22.96,26.515,0.49,15.0013
22.96,26.515,0.52,12.998
18.86,22.725,0.82,12.998
21.32,25.0,0.77,15.0013
28.7,31.819999999999997,0.39,15.0013
24.6,31.06,0.49,11.0014
21.32,25.0,0.63,6.0032
18.04,21.97,0.82,6.0032
25.42,31.06,0.41,11.0014
29.52,31.819999999999997,0.25,12.998
24.6,31.06,0.4,6.0032
20.5,24.24,0.59,0.0
18.04,21.97,0.72,6.0032
25.42,31.06,0.5,8.9981
28.7,31.819999999999997,0.39,16.997899999999998
21.32,25.0,0.68,8.9981
16.400000000000002,20.455,0.87,19.0012
16.400000000000002,20.455,0.87,15.0013
18.86,22.725,0.77,6.0032
19.68,23.485,0.82,6.0032
18.04,21.97,0.94,0.0
17.22,21.21,0.94,0.0
18.04,21.97,0.88,6.0032
25.42,31.06,0.53,6.0032
23.78,27.275,0.64,19.0012
18.86,22.725,0.88,12.998
16.400000000000002,20.455,0.94,7.0015
17.22,21.21,0.88,7.0015
22.14,25.76,0.68,6.0032
21.32,25.0,0.77,8.9981
18.86,22.725,0.88,7.0015
18.86,22.725,0.88,8.9981
22.96,26.515,0.68,11.0014
27.06,31.06,0.5,15.0013
24.6,30.305,0.64,11.0014
22.14,25.76,0.88,6.0032
21.32,25.0,0.94,15.0013
24.6,28.79,0.78,16.997899999999998
24.6,29.545,0.73,12.998
22.14,25.76,0.77,0.0
20.5,24.24,0.88,12.998
19.68,23.485,0.94,7.0015
22.14,25.76,0.83,0.0
24.6,29.545,0.69,0.0
22.14,25.76,0.77,0.0
19.68,23.485,1.0,6.0032
20.5,24.24,0.94,6.0032
24.6,29.545,0.73,7.0015
27.06,31.06,0.61,0.0
22.96,26.515,0.83,0.0
20.5,24.24,0.94,0.0
22.96,26.515,0.88,7.0015
29.52,32.574999999999996,0.42,8.9981
27.06,31.06,0.47,8.9981
22.96,26.515,0.73,6.0032
21.32,25.0,0.83,11.0014
20.5,24.24,0.94,12.998
20.5,24.24,0.94,19.9995
18.04,21.97,1.0,12.998
17.22,21.21,1.0,19.9995
16.400000000000002,20.455,0.94,22.0028
16.400000000000002,20.455,0.94,15.0013
20.5,24.24,0.72,6.0032
18.86,22.725,0.82,8.9981
18.86,22.725,0.82,12.998
18.04,21.97,0.62,15.0013
19.68,23.485,0.29,46.0022
18.04,21.97,0.26,30.002599999999997
13.94,14.395,0.25,35.0008
9.84,10.605,0.32,23.9994
9.84,11.365,0.38,12.998
16.400000000000002,20.455,0.24,8.9981
17.22,21.21,0.17,0.0
14.76,16.665,0.4,19.0012
14.76,16.665,0.43,19.9995
18.86,22.725,0.41,27.9993
25.42,31.06,0.41,19.9995
24.6,31.06,0.56,19.9995
22.96,26.515,0.6,8.9981
18.86,22.725,0.59,16.997899999999998
20.5,24.24,0.45,27.9993
21.32,25.0,0.36,22.0028
18.04,21.97,0.44,19.0012
14.76,16.665,0.53,19.9995
13.12,15.909999999999998,0.57,11.0014
15.58,19.695,0.54,0.0
16.400000000000002,20.455,0.62,15.0013
14.76,17.424999999999997,0.71,11.0014
16.400000000000002,20.455,0.82,16.997899999999998
14.76,17.424999999999997,0.87,12.998
22.14,25.76,0.6,8.9981
18.04,21.97,0.72,31.0009
14.76,16.665,0.76,19.0012
13.94,17.424999999999997,0.81,6.0032
14.76,17.424999999999997,0.81,8.9981
19.68,23.485,0.55,15.0013
21.32,25.0,0.55,15.0013
18.04,21.97,0.82,7.0015
14.76,15.909999999999998,0.71,31.0009
17.22,21.21,0.47,30.002599999999997
20.5,24.24,0.34,22.0028
18.86,22.725,0.28,8.9981
14.76,17.424999999999997,0.53,11.0014
13.12,16.665,0.66,6.0032
21.32,25.0,0.25,0.0
25.42,30.305,0.17,12.998
20.5,24.24,0.51,0.0
18.04,21.97,0.58,6.0032
18.04,21.97,0.72,7.0015
24.6,31.06,0.46,16.997899999999998
27.06,31.06,0.41,16.997899999999998
21.32,25.0,0.23,27.9993
15.58,19.695,0.43,19.0012
16.400000000000002,20.455,0.37,16.997899999999998
18.86,22.725,0.33,11.0014
19.68,23.485,0.31,16.997899999999998
16.400000000000002,20.455,0.43,0.0
13.12,15.15,0.53,22.0028
14.76,16.665,0.4,22.0028
20.5,24.24,0.27,19.0012
18.86,22.725,0.24,19.0012
16.400000000000002,20.455,0.28,16.997899999999998
13.12,15.909999999999998,0.36,12.998
18.04,21.97,0.24,19.9995
22.14,25.76,0.19,26.0027
20.5,24.24,0.2,12.998
18.04,21.97,0.24,15.0013
15.58,19.695,0.27,11.0014
22.14,25.76,0.24,16.997899999999998
25.42,30.305,0.22,19.9995
20.5,24.24,0.36,15.0013
18.04,21.97,0.3,11.0014
18.04,21.97,0.3,12.998
22.14,25.76,0.28,39.000699999999995
22.14,25.76,0.34,19.9995
18.04,21.97,0.44,19.9995
13.94,16.665,0.71,8.9981
17.22,21.21,0.67,12.998
22.14,25.76,0.24,12.998
21.32,25.0,0.2,23.9994
13.94,15.15,0.36,27.9993
11.48,14.395,0.56,7.0015
15.58,19.695,0.43,22.0028
18.04,21.97,0.33,19.9995
13.94,15.15,0.57,26.0027
13.12,15.15,0.61,19.0012
12.3,13.635,0.65,22.0028
18.86,22.725,0.41,30.002599999999997
20.5,24.24,0.27,26.0027
17.22,21.21,0.35,12.998
13.94,16.665,0.61,11.0014
15.58,19.695,0.46,11.0014
21.32,25.0,0.27,19.0012
22.14,25.76,0.26,8.9981
17.22,21.21,0.62,6.0032
14.76,18.18,0.71,7.0015
17.22,21.21,0.54,8.9981
26.24,31.06,0.27,30.002599999999997
24.6,31.06,0.4,11.0014
22.14,25.76,0.56,12.998
20.5,24.24,0.68,11.0014
23.78,27.275,0.53,15.0013
28.7,31.819999999999997,0.39,26.0027
26.24,31.06,0.5,15.0013
25.42,30.305,0.61,23.9994
21.32,25.0,0.83,11.0014
26.24,30.305,0.65,16.997899999999998
32.800000000000004,34.85,0.33,31.0009
27.880000000000003,31.819999999999997,0.51,16.997899999999998
22.96,26.515,0.83,7.0015
24.6,31.06,0.43,16.997899999999998
24.6,31.06,0.33,23.9994
26.24,30.305,0.25,19.9995
22.14,25.76,0.3,16.997899999999998
20.5,24.24,0.42,15.0013
20.5,24.24,0.39,12.998
18.86,22.725,0.59,0.0
17.22,21.21,0.77,0.0
17.22,21.21,0.77,0.0
17.22,21.21,0.71,0.0
18.86,22.725,0.72,0.0
23.78,27.275,0.43,0.0
23.78,27.275,0.46,8.9981
19.68,23.485,0.67,7.0015
17.22,21.21,0.94,0.0
20.5,24.24,0.77,12.998
26.24,31.06,0.47,12.998
23.78,27.275,0.56,11.0014
21.32,25.0,0.77,15.0013
20.5,24.24,0.82,15.0013
25.42,30.305,0.61,22.0028
28.7,31.819999999999997,0.42,22.0028
20.5,24.24,0.82,26.0027
18.86,22.725,0.72,19.0012
17.22,21.21,0.77,26.0027
15.58,19.695,0.87,22.0028
14.76,15.909999999999998,0.93,30.002599999999997
13.94,14.395,0.87,35.0008
13.12,15.15,0.81,19.0012
12.3,13.635,0.75,22.0028
13.94,15.15,0.66,26.0027
13.12,16.665,0.81,8.9981
13.12,15.909999999999998,0.76,11.0014
12.3,14.395,0.7,12.998
16.400000000000002,20.455,0.47,23.9994
20.5,24.24,0.25,26.0027
20.5,24.24,0.18,16.997899999999998
18.04,21.97,0.38,0.0
13.94,18.18,0.66,0.0
21.32,25.0,0.34,0.0
23.78,27.275,0.19,11.0014
22.96,26.515,0.22,6.0032
19.68,23.485,0.48,6.0032
19.68,23.485,0.63,16.997899999999998
18.86,22.725,0.94,15.0013
21.32,25.0,0.83,15.0013
21.32,25.0,0.83,15.0013
19.68,23.485,0.59,27.9993
15.58,19.695,0.5,19.0012
18.86,22.725,0.36,23.9994
22.14,25.76,0.24,26.0027
17.22,21.21,0.38,16.997899999999998
13.94,15.909999999999998,0.49,15.0013
15.58,19.695,0.4,8.9981
16.400000000000002,20.455,0.37,0.0
16.400000000000002,20.455,0.47,0.0
15.58,19.695,0.76,6.0032
14.76,17.424999999999997,0.87,8.9981
16.400000000000002,20.455,0.71,8.9981
22.14,25.76,0.34,0.0
22.96,26.515,0.35,8.9981
18.04,21.97,0.72,7.0015
15.58,19.695,0.62,16.997899999999998
17.22,21.21,0.41,11.0014
21.32,25.0,0.55,7.0015
21.32,25.0,0.59,12.998
20.5,24.24,0.63,8.9981
21.32,25.0,0.77,7.0015
27.06,31.06,0.65,19.0012
30.34,33.335,0.45,12.998
